pharmacy_key,pharmacy_name,section,area,address,phones_str,phones_json
ph_ae2fb78e860f,LEA,SECTION DE YOPOUGON,SUPERMARCHE SUPECO ET LA MOSQUEE,NIANGON CARREFOUR CORLAY (EX TEXACO) A COTE MAIRIE ANNEXE EN FACE DE LA POSTE BUS 44 - 27 - 39,27 23 46 02 15 ; 07 48 20 27 86,"[""27 23 46 02 15"", ""07 48 20 27 86""]"
ph_ad2aee76a2eb,NANKOKO,SECTION DE YOPOUGON,SUPERMARCHE SUPECO ET LA MOSQUEE,YOPOUGON CAMP MILITAIRE ENTRE SAPEURS POMPIERS ET CNPS,27 23 45 24 80,"[""27 23 45 24 80""]"
ph_60cc1dd45ec7,SACRE COEUR,SECTION DE YOPOUGON,SUPERMARCHE SUPECO ET LA MOSQUEE,YOPOUGON NOUVEAU QUARTIER / ZONE DE LA POSTE PRES DU TOP PAIN,01 01 44 45 13 ; 07 57 04 99 90,"[""01 01 44 45 13"", ""07 57 04 99 90""]"
ph_ceea2d3dcafa,ST JOSEPH ACADEMIE,SECTION DE YOPOUGON,SUPERMARCHE SUPECO ET LA MOSQUEE,YOPOUGON ACADEMIE DES MERS A 50 M AVANT L'ECOLE ACADEMIE DES MERS,27 23 45 56 97 ; 07 77 98 32 31 ; 07 07 89 12 66,"[""27 23 45 56 97"", ""07 77 98 32 31"", ""07 07 89 12 66""]"
ph_efc11c95addc,ZONE MICAO,SECTION DE YOPOUGON,SUPERMARCHE SUPECO ET LA MOSQUEE,YOPOUGON ZONE INDUSTRIELLE / QUARTIER MICAO CITE HKB,01 52 28 22 81 ; 01 52 10 32 60 ; 01 52 10 32 59,"[""01 52 28 22 81"", ""01 52 10 32 60"", ""01 52 10 32 59""]"
ph_32a3df8720c5,ALICIA,SECTION DE YOPOUGON,TOIT ROUGE / ROUTE ABOBODOUME,YOPOUGON ANANERAIE ROUTE DE DABOU ENTRE MANUTENTION AFRICAINE ET CARREFOUR SODECI FACE QUARTIER BONIKRO,27 23 45 11 52,"[""27 23 45 11 52""]"
ph_182f8c2403dc,BETHEL DE BEAGO,SECTION DE YOPOUGON,TOIT ROUGE / ROUTE ABOBODOUME,YOPOUGON QUARTIER BEAGO / PRES DE L'EGLISE CATHOLIQUE STE TRINITE,07 87 43 77 27 ; 01 40 05 76 48,"[""07 87 43 77 27"", ""01 40 05 76 48""]"
ph_82182ada3585,CARREFOUR COMMISSAIRE MICAO,SECTION DE YOPOUGON,TOIT ROUGE / ROUTE ABOBODOUME,YOPOUGON ZONE INDUSTRIELLE / QUARTIER DEGUERPI,07 19 46 46 07 ; 05 94 94 62 62,"[""07 19 46 46 07"", ""05 94 94 62 62""]"
ph_0f47b24c34b2,DE LA FELICITE,SECTION DE YOPOUGON,TOIT ROUGE / ROUTE ABOBODOUME,YOPOUGON MAROC CARREFOUR OBAMA ENTRE STATION SHELL ET HOTEL KIMI,07 20 10 70 90 ; 25 23 00 20 52,"[""07 20 10 70 90"", ""25 23 00 20 52""]"
ph_6ca4a46492bf,DE PORT BOUET 2 SARL (NVLLE),SECTION DE YOPOUGON,TOIT ROUGE / ROUTE ABOBODOUME,ROUTE NIANGON NORD - FACE MOSQUEE AL BILAL / BUS N° 39,27 23 46 60 53 ; 01 03 21 88 60,"[""27 23 46 60 53"", ""01 03 21 88 60""]"
ph_763cf9bd1eab,JERICHO,SECTION DE YOPOUGON,TOIT ROUGE / ROUTE ABOBODOUME,YOPOUGON NIANGON NORD ACADEMIE FIN GOUDRON (ROUTE DE PAYS BAS),27 23 45 62 38 ; 01 01 18 02 25 ; 07 89 40 14 20,"[""27 23 45 62 38"", ""01 01 18 02 25"", ""07 89 40 14 20""]"
ph_5fbb82eb43c3,MATY,SECTION DE YOPOUGON,TOIT ROUGE / ROUTE ABOBODOUME,27 80 / YOPOUGON NIANGON NORD / ENTRE STATION LUBAFRIQUE & COLLEGE ANADOR,27 23 46 27 15 ; 05 04 98 60 25,"[""27 23 46 27 15"", ""05 04 98 60 25""]"
ph_58574770a4e9,SANTE PLUS,SECTION DE YOPOUGON,TOIT ROUGE / ROUTE ABOBODOUME,YOPOUGON GESCO AUTOROUTE DU NORD 100 METRES AVANT LE CORRIDOR,27 23 52 58 66,"[""27 23 52 58 66""]"
ph_c89c50b92aab,SIDECI - - LEM,SECTION DE YOPOUGON,TOIT ROUGE / ROUTE ABOBODOUME,A 300 M DU SUPERMARCHE ‘'SUPER U'' ANCIEN CINEMA SAGUIDIBA EN ALLANT VERS LA SIDECI,27 23 42 68 84 ; 07 04 53 97 58 ; 05 05 06 19 60,"[""27 23 42 68 84"", ""07 04 53 97 58"", ""05 05 06 19 60""]"
ph_fbfba2e14d08,ST CLEMENT,SECTION DE YOPOUGON,TOIT ROUGE / ROUTE ABOBODOUME,YOPOUGON FACE AU CHU,27 23 41 53 12 ; 07 03 94 98 78,"[""27 23 41 53 12"", ""07 03 94 98 78""]"
ph_8e06854d7b6d,ST LAURENT,SECTION DE YOPOUGON,TOIT ROUGE / ROUTE ABOBODOUME,YOPOUGON CAMP MILITAIRE / GARE GBAKAS / 200 M TERMINUS SOTRA / BUS 37,07 58 09 47 25 ; 27 23 50 48 79,"[""07 58 09 47 25"", ""27 23 50 48 79""]"
ph_75f2a4da4ee0,ASSONVON,SECTION DE YOPOUGON,YOPOUGON,200 M DU CINEMA SAGUIDIBA / PRES HOTEL ASSONVON / DERRIERE LA CNPS,07 58 09 47 10 ; 07 14 36 84 63 ; 05 64 34 87 08,"[""07 58 09 47 10"", ""07 14 36 84 63"", ""05 64 34 87 08""]"
ph_7f846587d919,BEL AIR,SECTION DE YOPOUGON,YOPOUGON,CARREFOUR GFCI,07 58 49 96 94,"[""07 58 49 96 94""]"
ph_41108989edff,CELIA,SECTION DE YOPOUGON,YOPOUGON,"YOPOUGON BANCO II, ROUTE DE DABOU CARREFOUR LYCEE PROFESSIONNEL A COTE DU PETIT MARCHE",25 23 01 86 25,"[""25 23 01 86 25""]"
ph_f9c5131fbc88,CHIGATA,SECTION DE YOPOUGON,YOPOUGON,TOIT ROUGE ROUTE D'ABOBODOUME / 200 M DES SAPEURS POMPIERS / LIGNE BUS 42,27 23 52 93 58 ; 07 99 35 59 01,"[""27 23 52 93 58"", ""07 99 35 59 01""]"
ph_69fd706984c5,DE L'AMITIE (GDE),SECTION DE YOPOUGON,YOPOUGON,YOPOUGON ATTIE NOUVEAU GOUDRON A PROXIMITE DE L'ESPACE ALLOCODROME DE BANCO II / FACE,01 03 13 35 52 ; 01 72 60 56 92,"[""01 03 13 35 52"", ""01 72 60 56 92""]"
ph_a55abbb4b4f0,DE LA MAIRIE,SECTION DE YOPOUGON,YOPOUGON,YOPOUGON QUARTIER SELMER / 200 DE LA MAIRIE / FACE MAQUIS TANTIE MARGOT LIGNE BUS 30,27 23 52 43 06 ; 05 05 63 36 43,"[""27 23 52 43 06"", ""05 05 63 36 43""]"
ph_3cf5ce6731eb,DES 3 PONTS,SECTION DE YOPOUGON,YOPOUGON,YOPOUGON SOGEFIHA ROUTE DE NIANGON PRES CENTRE SANTE (PMI - MATERNITE),27 23 45 43 70 ; 01 03 11 49 26 ; 01 02 03 15 14,"[""27 23 45 43 70"", ""01 03 11 49 26"", ""01 02 03 15 14""]"
ph_51a7977507b5,EDEN,SECTION DE YOPOUGON,YOPOUGON,YOPOUGON TOIT ROUGE / ROUTE D'ABOBODOUME / CARREFOUR SEGBE,27 23 53 12 15 ; 01 01 01 33 33,"[""27 23 53 12 15"", ""01 01 01 33 33""]"
ph_f69e2178765b,GESCO FOURRIERE (GRANDE),SECTION DE YOPOUGON,YOPOUGON,YOPOUGON GESCO A 100M DE LA FOURRIERE AU PIED DU NOUVEL ECHANGEUR,25 23 00 81 56 ; 05 00 16 48 48 ; 07 12 46 66 23,"[""25 23 00 81 56"", ""05 00 16 48 48"", ""07 12 46 66 23""]"
ph_5d44389e23a1,KENEYA,SECTION DE YOPOUGON,YOPOUGON,,27 23 45 33 81 ; 27 23 45 44 65,"[""27 23 45 33 81"", ""27 23 45 44 65""]"
ph_9fe35028220d,LAOULO,SECTION DE YOPOUGON,YOPOUGON,YOPOUGON NOUVEAU QUARTIER / VOIE EXPRESS FACE NOUVEAU BUREAU SODECI,07 09 81 14 59 ; 27 23 41 79 10,"[""07 09 81 14 59"", ""27 23 41 79 10""]"
ph_2b8d4f0b18fd,PALOMA,SECTION DE YOPOUGON,YOPOUGON,YOPOUGON GARE SABLE,27 23 45 15 44,"[""27 23 45 15 44""]"
ph_515b44cb587a,PEFINA,SECTION DE YOPOUGON,YOPOUGON,YOPOUGON CARREFOUR KOUTE PAR EGLISE ST LAURENT ENTRE TERMINUS 40 ET LA CNPS,07 49 03 44 75 ; 01 01 20 56 62,"[""07 49 03 44 75"", ""01 01 20 56 62""]"
ph_d6bf92ada56a,PHALENES,SECTION DE YOPOUGON,YOPOUGON,71 / NIANGON SUD A GAUCHE / EGLISE DES ASSEMBLEES DE DIEU,27 23 46 01 83 ; 01 01 13 81 75,"[""27 23 46 01 83"", ""01 01 13 81 75""]"
ph_ab6f665da28b,SAINT PAUL YOP (NOUVELLE),SECTION DE YOPOUGON,YOPOUGON,YOPOUGON SIPOREX DERRIERE LA POSTE / RUE DU MARCHE GOURO,05 64 28 83 52 ; 07 10 08 29 19,"[""05 64 28 83 52"", ""07 10 08 29 19""]"
ph_947a623bca10,ST ANDRE,SECTION DE YOPOUGON,YOPOUGON,YOPOUGON SICOGI / APRES LA CATHEDRALE ST ANDRE,07 57 49 23 06 ; 25 20 01 01 85,"[""07 57 49 23 06"", ""25 20 01 01 85""]"
ph_b2b7fdafd7fa,ST ANGE EMMANUEL,SECTION DE YOPOUGON,YOPOUGON,YOPOUGON ATTIE TERMINUS BUS 47 ENTRE LE,27 23 48 61 79 ; 01 01 07 48 53 ; 05 65 76 10 27,"[""27 23 48 61 79"", ""01 01 07 48 53"", ""05 65 76 10 27""]"
ph_10930f2b610e,ST HERMANN,SECTION DE YOPOUGON,YOPOUGON,,23 50 72 77 ; 03 38 74 91,"[""23 50 72 77"", ""03 38 74 91""]"
ph_351b6cc96443,ST MARTIN,SECTION DE YOPOUGON,YOPOUGON,,07 58 09 46 13 ; 01 01 13 81 35,"[""07 58 09 46 13"", ""01 01 13 81 35""]"
ph_33116627547a,TEREZA,SECTION DE YOPOUGON,YOPOUGON,YOPOUGON SOGEFIHA « MAGASIN » / ROUTE NIANGON,25 23 01 20 00 ; 07 08 76 84 64,"[""25 23 01 20 00"", ""07 08 76 84 64""]"
ph_92dcf6ee19ea,TIZRA,SECTION DE YOPOUGON,YOPOUGON,YOPOUGON TOIT ROUGE / RUE GROUPE SCOLAIRE OFFOUMOU YAPO / IMMEUBLE ANCIEN BAZAR,27 23 50 04 47,"[""27 23 50 04 47""]"
ph_dbd7da285b5e,WILLIAM PONTY,SECTION DE YOPOUGON,YOPOUGON,YOPOUGON SICOGI FACE COLLEGE WILLIAM PONTY,01 42 71 90 33 ; 01 42 71 90 28 ; 07 77 30 78 04 ; 07 07 32 43 71,"[""01 42 71 90 33"", ""01 42 71 90 28"", ""07 77 30 78 04"", ""07 07 32 43 71""]"
ph_28717a0f8886,ZEULAYET,SECTION DE YOPOUGON,YOPOUGON CARREFOUR ACADEMIE / FACE CITE CNPS,YOPOUGON QUARTIER MAROC / FACE A LA MOSQUEE / NON LOIN DE L'HOTEL KIMI,27 23 45 20 39 ; 07 08 11 82 11,"[""27 23 45 20 39"", ""07 08 11 82 11""]"
ph_82ebc8deeb53,SANDRINA,SECTION DE YOPOUGON,YOPOUGON CITE VERTE 100 M DU TERMINUS BUS 44,YOPOUGON ANANERAIE ENTRE CARREFOUR DE LA SORBONNE ET L'ECOLE LIBANAISE / PRES DE LA,07 78 99 19 30 ; 07 49 27 97 32,"[""07 78 99 19 30"", ""07 49 27 97 32""]"
ph_d50c50d2c980,SOURALEY,SECTION DE YOPOUGON,YOPOUGON NON LOIN DE LA CITE MAMIE ADJOUA,YOPOUGON PORT BOUET II / PRES DU CARREFOUR DU CENTRE SOCIAL DE PORT BOUET II,01 02 81 97 01,"[""01 02 81 97 01""]"
ph_da87810917b6,ZONE INDUSTRIELLE,SECTION DE YOPOUGON,YOPOUGON NON LOIN DE LA CITE MAMIE ADJOUA,YOPOUGON ZONE INDUSTRIELLE ENTREE PRINCIPALE CONTIGUE A L'AGENCE BICICI,27 23 46 51 08 ; 07 59 00 81 07,"[""27 23 46 51 08"", ""07 59 00 81 07""]"
ph_d97bc1bb9aff,DE L'AUTOROUTE (GDE),SECTION DE YOPOUGON,YOPOUGON ROND POINT DU CHU / FACE EGLISE CMA,58 46 / YOPOUGON CORRIDOR DE GESCO - TERMINUS BUS 34 / PRES DE LA GENDARMERIE,27 23 52 61 75 ; 01 01 05 26 77,"[""27 23 52 61 75"", ""01 01 05 26 77""]"
ph_fa635468e898,ST SIMEON,SECTION DE YOPOUGON,YOPOUGON ROND POINT DU CHU / FACE EGLISE CMA,,25 22 00 41 70 ; 07 58 19 53 20,"[""25 22 00 41 70"", ""07 58 19 53 20""]"
ph_b56ab79249a1,DU MILLIONNAIRE,SECTION DE YOPOUGON,YOPOUGON SICOGI,YOPOUGON QUARTIER MILLIONNAIRE / SUR LA VOIE DE L'INSTITUT DES AVEUGLES,01 01 99 94 09 ; 05 45 45 50 35,"[""01 01 99 94 09"", ""05 45 45 50 35""]"
ph_42f7e4a5bf0e,LE LOTUS,SECTION DE YOPOUGON,YOPOUGON SIDECI / FACE COLLEGE IGES,,27 23 45 57 97 ; 07 57 48 53 66,"[""27 23 45 57 97"", ""07 57 48 53 66""]"
ph_5052593486ad,STE RITA DE CASCIA,SECTION DE YOPOUGON,YOPOUGON SIDECI / FACE COLLEGE IGES,YOPOUGON NIANGON NORD NON LOIN DE L'EGLISE STE RITA DE CASCIA,27 23 45 50 79 ; 07 57 64 44 69,"[""27 23 45 50 79"", ""07 57 64 44 69""]"
ph_3a67bdeb663f,DE LA GARE SUD,SECTION DU PLATEAU,JUSTE A COTE DE REALKEBAB,,07 10 10 41 41 ; 07 07 05 15 05,"[""07 10 10 41 41"", ""07 07 05 15 05""]"
ph_1ae48c82875b,DE L'AVENUE NOGUES (NVLLE),SECTION DU PLATEAU,MARCORY SUD,"DANS LE LOCAL COMMERCIAL DE L'IMMEUBLE GREEN, NON LOIN DE LA BSIC",27 20 31 16 12,"[""27 20 31 16 12""]"
ph_5ce482ccf835,LES HARMONIES (NVLLE),SECTION DU PLATEAU,MARCORY SUD,NON LOIN DU CAMP MILITAIRE GALIENI / 20 M DE LA GARE SOTRA DE LA CITE ADMINISTRATIVE BD CARDE FACE,27 20 22 04 92 ; 01 02 02 04 76 ; 01 60 50 22 78,"[""27 20 22 04 92"", ""01 02 02 04 76"", ""01 60 50 22 78""]"
ph_0c133ec559ef,STE ANNE,SECTION DU PLATEAU,MARCORY SUD,1 RUE LECOEUR PLATEAU FACE AMBASSADE DE FRANCE,05 84 91 93 93 ; 07 05 92 27 90,"[""05 84 91 93 93"", ""07 05 92 27 90""]"
